Product_Category,Region,Age_Group,Gender,Month,Sales_Amount,Units_Sold,Customer_Rating
Home Appliances,Africa,35-44,Female,August,607.81,46,1.5
Books,Middle East,35-44,Non-binary,January,167.65,100,2.3
Beauty Products,Asia-Pacific,65+,Female,June,360.64,14,3.1
Home Appliances,Asia-Pacific,65+,Female,August,844.73,23,2.0
Books,Middle East,25-34,Female,October,136.09,51,4.9
Books,Latin America,25-34,Female,December,392.39,57,2.3
Clothing,Asia-Pacific,55-64,Male,July,211.48,84,2.3
Sports Equipment,Latin America,45-54,Male,June,231.42,90,2.8
Books,Middle East,18-24,Non-binary,October,703.59,1,1.9
Beauty Products,Europe,18-24,Male,August,291.91,76,4.5
Books,Latin America,35-44,Female,July,805.22,33,4.7
Clothing,Asia-Pacific,35-44,Male,October,217.73,88,1.3
Clothing,Europe,65+,Male,May,740.19,82,3.8
Electronics,Asia-Pacific,25-34,Female,February,864.81,31,3.1
Books,Asia-Pacific,65+,Female,November,645.18,47,3.7
Books,Europe,18-24,Male,July,351.87,47,2.1
Beauty Products,Latin America,65+,Non-binary,November,374.49,61,1.1
Books,Middle East,45-54,Non-binary,September,810.09,54,2.9
Home Appliances,Middle East,65+,Female,August,216.72,64,3.8
Electronics,Europe,35-44,Male,April,651.29,48,4.2
Beauty Products,North America,35-44,Male,March,61.51,67,2.0
Electronics,North America,25-34,Male,May,686.49,53,2.7
Books,Asia-Pacific,45-54,Male,December,328.4,77,2.2
Clothing,Africa,35-44,Male,July,199.92,71,1.5
Clothing,Latin America,65+,Male,January,234.42,50,1.2
Books,Europe,55-64,Female,April,147.16,55,1.0
Beauty Products,Asia-Pacific,25-34,Female,February,112.0,69,3.1
Books,Latin America,55-64,Non-binary,April,229.9,87,1.4
Clothing,Asia-Pacific,65+,Male,January,74.67,60,2.7
Clothing,Latin America,45-54,Female,September,286.25,42,3.5
Clothing,Europe,35-44,Non-binary,December,411.62,75,1.1
Clothing,Middle East,35-44,Non-binary,August,752.72,53,4.0
Electronics,Middle East,55-64,Female,August,212.56,55,1.5
Home Appliances,Asia-Pacific,18-24,Female,November,914.57,97,4.9
Beauty Products,North America,65+,Male,December,518.67,93,2.6
Electronics,Middle East,25-34,Female,September,416.55,41,2.2
Clothing,Latin America,65+,Non-binary,November,60.33,62,4.6
Books,Middle East,35-44,Non-binary,April,978.5,80,4.9
Clothing,Middle East,65+,Female,July,265.59,41,3.6
Clothing,Middle East,18-24,Female,October,520.12,2,2.6
Clothing,Asia-Pacific,35-44,Female,April,658.26,82,4.4
Home Appliances,Asia-Pacific,45-54,Male,February,463.35,89,4.2
Beauty Products,North America,45-54,Male,January,46.77,25,1.6
Books,North America,18-24,Female,June,725.61,58,1.3
Sports Equipment,Europe,35-44,Male,March,825.51,39,5.0
Books,Europe,35-44,Non-binary,June,517.08,63,3.8
Beauty Products,Africa,35-44,Female,September,373.1,57,2.3
Books,Africa,18-24,Non-binary,January,635.57,63,3.5
Beauty Products,Middle East,55-64,Non-binary,January,441.23,39,3.9
Electronics,Europe,25-34,Non-binary,April,150.08,11,3.0
Clothing,Asia-Pacific,55-64,Non-binary,October,633.64,72,1.5
Sports Equipment,Latin America,45-54,Male,February,975.24,5,1.7
Clothing,Latin America,18-24,Male,January,230.53,59,3.1
Home Appliances,Europe,45-54,Female,October,701.45,7,3.6
Home Appliances,Africa,18-24,Female,July,752.76,100,3.6
Beauty Products,North America,45-54,Male,June,862.9,98,3.1
Home Appliances,Europe,45-54,Non-binary,November,158.04,36,4.7
Clothing,Latin America,18-24,Female,December,733.99,92,1.0
Home Appliances,Africa,25-34,Male,June,565.77,12,5.0
Beauty Products,Europe,45-54,Non-binary,March,777.26,24,1.5
Sports Equipment,Asia-Pacific,55-64,Female,October,152.51,65,2.2
Books,Africa,35-44,Non-binary,December,562.92,37,2.0
Electronics,Europe,35-44,Male,July,771.43,18,2.2
Home Appliances,North America,45-54,Non-binary,February,769.81,16,1.8
Beauty Products,Asia-Pacific,45-54,Non-binary,June,407.48,75,3.5
Clothing,Africa,18-24,Non-binary,November,844.65,56,3.0
Home Appliances,North America,65+,Male,September,334.6,18,4.0
Books,North America,35-44,Male,March,261.85,19,2.3
Home Appliances,Africa,35-44,Non-binary,October,568.05,86,2.1
Clothing,Middle East,65+,Male,January,518.45,2,2.8
Beauty Products,Latin America,18-24,Non-binary,October,506.61,67,1.7
Home Appliances,Asia-Pacific,18-24,Female,November,182.46,38,3.7
Sports Equipment,Africa,35-44,Male,December,665.21,22,2.7
Electronics,Africa,55-64,Male,February,447.82,78,1.9
Books,North America,55-64,Male,June,470.24,62,3.1
Books,Middle East,18-24,Female,October,337.97,73,3.0
Beauty Products,Latin America,18-24,Male,June,441.68,100,1.6
Home Appliances,North America,65+,Non-binary,January,747.13,13,3.3
Sports Equipment,Middle East,65+,Non-binary,April,201.1,51,1.4
Clothing,Latin America,65+,Female,June,21.76,3,1.9
Home Appliances,Africa,25-34,Male,June,492.37,54,3.0
Sports Equipment,Middle East,25-34,Male,June,230.59,6,3.8
Sports Equipment,Asia-Pacific,45-54,Non-binary,October,154.66,50,4.1
Sports Equipment,Latin America,55-64,Female,June,790.96,31,1.7
Beauty Products,North America,18-24,Non-binary,September,918.69,82,2.8
Clothing,Latin America,45-54,Female,February,617.4,60,4.9
Beauty Products,Europe,65+,Male,August,32.12,41,4.4
Books,Middle East,45-54,Non-binary,January,610.38,70,3.6
Electronics,Europe,55-64,Female,October,773.34,1,2.3
Electronics,Europe,18-24,Female,September,807.24,55,5.0
Sports Equipment,Latin America,35-44,Non-binary,June,429.6,30,2.4
Sports Equipment,Middle East,18-24,Male,April,912.84,58,1.5
Electronics,Europe,25-34,Non-binary,October,860.78,84,2.3
Books,Asia-Pacific,65+,Non-binary,October,625.93,7,3.8
Home Appliances,Asia-Pacific,55-64,Non-binary,May,452.04,71,1.5
Sports Equipment,Middle East,45-54,Female,September,169.62,35,1.1
Sports Equipment,Middle East,35-44,Non-binary,June,652.2,98,1.3
Clothing,Africa,55-64,Male,September,264.45,48,4.8
Electronics,Africa,55-64,Non-binary,July,784.75,92,4.7
Books,Middle East,65+,Non-binary,April,833.3,39,2.1
Clothing,Europe,55-64,Non-binary,October,628.72,65,2.3
Electronics,North America,35-44,Non-binary,July,819.91,81,2.3
Clothing,Africa,45-54,Non-binary,January,471.07,24,2.5
Electronics,Middle East,25-34,Non-binary,May,353.5,50,3.4
Books,Middle East,65+,Female,November,586.28,48,4.8
Books,Latin America,65+,Female,January,563.49,87,3.1
Clothing,North America,18-24,Female,February,263.29,1,4.1
Beauty Products,Africa,45-54,Non-binary,June,307.03,29,1.4
Books,Asia-Pacific,45-54,Male,January,478.72,10,2.7
Sports Equipment,Asia-Pacific,18-24,Female,April,197.08,77,1.3
Home Appliances,Africa,55-64,Male,November,365.58,10,4.3
Home Appliances,Middle East,18-24,Female,November,580.38,54,2.8
Books,Asia-Pacific,25-34,Non-binary,March,740.93,82,1.9
Electronics,Asia-Pacific,55-64,Male,May,449.59,28,3.2
Beauty Products,North America,25-34,Non-binary,December,933.31,1,1.3
Electronics,North America,18-24,Male,June,653.87,34,4.6
Clothing,Europe,65+,Female,August,198.45,41,4.0
Home Appliances,Asia-Pacific,25-34,Female,October,408.54,18,2.1
Sports Equipment,Middle East,18-24,Female,March,788.13,87,2.7
Books,Middle East,45-54,Non-binary,June,125.51,11,3.7
Home Appliances,Latin America,55-64,Female,June,78.52,33,4.8
Sports Equipment,Europe,25-34,Non-binary,October,308.13,32,5.0
Clothing,Middle East,25-34,Female,January,613.3,71,3.6
Beauty Products,Asia-Pacific,45-54,Non-binary,April,270.79,42,3.2
Books,Latin America,55-64,Female,June,10.75,41,2.6
Sports Equipment,Africa,18-24,Male,June,761.88,25,3.5
Home Appliances,Asia-Pacific,55-64,Male,August,47.73,52,3.6
Electronics,North America,45-54,Non-binary,October,900.96,92,1.4
Books,Asia-Pacific,55-64,Female,February,381.93,33,3.8
Books,Middle East,55-64,Female,February,605.69,45,1.8
Electronics,Latin America,55-64,Male,March,194.86,52,3.0
Sports Equipment,North America,18-24,Non-binary,November,851.05,67,1.4
Electronics,Europe,65+,Female,April,734.79,73,4.2
Sports Equipment,Europe,65+,Non-binary,April,198.94,64,3.3
Beauty Products,Asia-Pacific,65+,Male,June,774.47,65,2.2
Sports Equipment,Latin America,35-44,Female,June,46.88,29,2.3
Home Appliances,Middle East,18-24,Female,March,161.22,41,3.9
Home Appliances,Asia-Pacific,45-54,Female,January,747.05,2,4.6
Clothing,Asia-Pacific,65+,Female,March,167.08,86,2.6
Books,Europe,65+,Female,March,467.98,62,1.1
Sports Equipment,Europe,25-34,Female,October,103.97,96,3.9
Clothing,Asia-Pacific,55-64,Male,September,549.87,92,3.9
Beauty Products,Middle East,65+,Non-binary,October,713.63,92,4.4
Home Appliances,North America,45-54,Non-binary,November,733.6,7,2.7
Clothing,Asia-Pacific,45-54,Non-binary,January,38.54,67,3.9
Beauty Products,Latin America,65+,Non-binary,September,976.26,82,2.2
Home Appliances,Latin America,18-24,Non-binary,January,274.0,83,2.1
Beauty Products,Latin America,25-34,Non-binary,December,602.55,29,4.1
Beauty Products,Asia-Pacific,45-54,Male,July,259.87,68,4.0
Beauty Products,Asia-Pacific,18-24,Male,November,508.26,75,3.1
Electronics,Europe,45-54,Male,October,414.06,29,2.9
Home Appliances,North America,45-54,Male,May,58.39,37,3.2
Clothing,Middle East,45-54,Non-binary,April,250.99,51,4.1
Sports Equipment,Asia-Pacific,18-24,Female,June,980.62,1,2.3
Clothing,Middle East,45-54,Non-binary,August,571.24,41,3.9
Home Appliances,Europe,25-34,Male,February,104.53,30,4.4
Beauty Products,Africa,55-64,Female,April,183.63,84,3.5
Books,Latin America,55-64,Female,November,406.12,45,1.8
Clothing,Latin America,65+,Female,April,158.77,95,2.0
Books,Middle East,45-54,Non-binary,March,457.56,36,2.7
Sports Equipment,Africa,65+,Female,October,732.93,43,2.9
Sports Equipment,Europe,18-24,Male,March,704.22,13,2.2
Books,Asia-Pacific,55-64,Female,April,612.65,99,2.4
Clothing,Asia-Pacific,45-54,Male,August,134.33,84,4.6
Clothing,Middle East,65+,Female,February,287.33,47,4.3
Electronics,Africa,65+,Non-binary,April,990.52,81,3.4
Sports Equipment,Africa,18-24,Male,December,743.29,28,1.2
Clothing,Latin America,18-24,Male,February,696.93,32,1.7
Home Appliances,Asia-Pacific,18-24,Non-binary,December,455.08,12,3.6
Clothing,Middle East,55-64,Female,April,872.46,29,4.0
Books,Africa,45-54,Female,September,183.1,81,1.8
Electronics,Middle East,55-64,Female,May,310.98,51,4.5
Sports Equipment,Asia-Pacific,45-54,Non-binary,July,630.68,33,2.0
Sports Equipment,Africa,35-44,Non-binary,December,967.79,97,4.3
Beauty Products,Latin America,65+,Female,September,159.3,48,3.7
Electronics,Latin America,35-44,Male,July,388.08,86,4.7
Electronics,Asia-Pacific,45-54,Non-binary,December,190.78,3,4.9
Books,Asia-Pacific,18-24,Non-binary,October,659.58,61,3.5
Electronics,North America,45-54,Male,October,872.51,58,4.5
Home Appliances,Latin America,55-64,Non-binary,September,516.88,2,3.8
Sports Equipment,North America,65+,Female,November,99.85,50,2.8
Electronics,Europe,25-34,Female,October,621.92,27,2.9
Clothing,North America,25-34,Male,August,818.14,29,1.5
Sports Equipment,Middle East,65+,Non-binary,August,889.02,52,1.8
Sports Equipment,Latin America,25-34,Female,January,115.94,79,2.4
Beauty Products,Asia-Pacific,55-64,Female,April,305.32,85,3.4
Electronics,Africa,65+,Non-binary,January,143.61,98,4.2
Books,Asia-Pacific,65+,Non-binary,April,124.25,7,3.3
Beauty Products,Asia-Pacific,45-54,Male,November,445.44,82,4.8
Sports Equipment,Latin America,65+,Non-binary,December,552.72,24,4.8
Sports Equipment,North America,18-24,Non-binary,July,404.65,53,2.0
Beauty Products,Middle East,55-64,Female,August,924.72,87,1.5
Home Appliances,North America,35-44,Male,May,160.32,95,1.3
Home Appliances,Africa,45-54,Male,May,251.75,61,4.3
Sports Equipment,Asia-Pacific,45-54,Female,April,398.08,39,4.0
Books,Latin America,35-44,Female,June,574.52,60,4.7
Clothing,Europe,65+,Female,September,183.47,21,4.2
Sports Equipment,Middle East,18-24,Non-binary,April,111.49,98,2.4
Sports Equipment,Europe,18-24,Male,July,53.02,56,3.5
Clothing,Latin America,35-44,Non-binary,May,333.9,2,3.8
Sports Equipment,North America,18-24,Female,June,440.47,12,3.4
Electronics,Middle East,25-34,Non-binary,June,209.32,27,4.9
Home Appliances,Africa,45-54,Female,December,908.04,76,2.4
Clothing,Africa,65+,Female,August,400.11,5,3.5
Clothing,Middle East,45-54,Non-binary,June,664.32,63,1.0
Home Appliances,Latin America,18-24,Female,February,27.65,75,1.5
Beauty Products,Africa,45-54,Non-binary,September,472.1,14,1.4
Books,Africa,65+,Non-binary,January,752.48,5,3.5
Books,Latin America,25-34,Female,September,225.19,62,4.6
Beauty Products,Africa,18-24,Non-binary,October,631.96,72,4.5
Clothing,Europe,45-54,Female,January,186.91,75,4.4
Home Appliances,Africa,45-54,Non-binary,June,245.18,72,3.6
Electronics,Europe,65+,Male,February,62.76,29,4.9
Sports Equipment,Latin America,25-34,Non-binary,November,725.32,15,3.9
Beauty Products,North America,18-24,Female,August,470.0,40,4.0
Books,Asia-Pacific,35-44,Male,September,209.51,88,1.6
Home Appliances,Middle East,55-64,Female,November,450.24,9,3.1
Clothing,Middle East,55-64,Male,February,652.35,42,4.4
Electronics,Latin America,55-64,Female,January,432.03,22,3.8
Books,Middle East,55-64,Female,September,774.15,27,3.1
Electronics,Latin America,45-54,Female,July,588.57,64,4.9
Clothing,Latin America,25-34,Male,November,887.35,79,3.2
Home Appliances,North America,55-64,Male,January,34.81,47,2.8
Electronics,North America,55-64,Male,October,942.36,12,4.2
Electronics,Europe,35-44,Non-binary,November,332.62,4,2.3
Clothing,Latin America,55-64,Female,May,529.47,10,2.4
Beauty Products,North America,55-64,Non-binary,November,651.21,49,1.1
Electronics,North America,65+,Female,December,566.5,85,3.7
Sports Equipment,North America,55-64,Female,September,216.24,13,1.7
Home Appliances,Middle East,18-24,Female,October,390.43,27,1.1
Home Appliances,Africa,35-44,Male,May,322.47,50,1.9
Electronics,Latin America,45-54,Male,November,971.88,26,2.5
Home Appliances,Europe,55-64,Non-binary,February,622.74,53,2.6
Home Appliances,Asia-Pacific,25-34,Non-binary,July,243.7,2,4.1
Books,Europe,25-34,Male,February,12.86,33,2.5
Beauty Products,Asia-Pacific,55-64,Female,March,241.28,49,1.1
Electronics,Latin America,55-64,Female,August,185.66,52,3.2
Books,Asia-Pacific,25-34,Non-binary,May,292.44,70,1.9
Electronics,North America,18-24,Non-binary,January,881.25,80,4.6
Electronics,Europe,55-64,Non-binary,January,878.86,77,4.5
Home Appliances,Africa,25-34,Male,January,322.28,32,3.1
Beauty Products,Middle East,55-64,Male,March,90.15,98,3.4
Books,Africa,35-44,Female,November,472.53,23,1.0
Electronics,Europe,65+,Female,July,891.72,99,4.9
Sports Equipment,Africa,45-54,Non-binary,December,481.78,100,3.8
Clothing,Asia-Pacific,55-64,Male,May,976.3,85,2.3
Sports Equipment,Europe,35-44,Female,December,355.07,1,4.0
Electronics,North America,35-44,Non-binary,August,85.67,5,3.1
Home Appliances,North America,35-44,Male,December,952.02,75,4.5
Beauty Products,Middle East,25-34,Male,August,950.46,27,1.5
Electronics,Latin America,65+,Male,June,985.52,13,4.2
Sports Equipment,Latin America,25-34,Male,February,973.92,32,2.2
Electronics,Europe,35-44,Male,July,577.29,6,2.3
Sports Equipment,North America,65+,Male,June,396.79,16,3.8
Books,Latin America,18-24,Male,December,991.58,68,1.5
Electronics,Latin America,25-34,Male,February,814.51,30,3.6
Beauty Products,Europe,35-44,Non-binary,June,90.68,72,2.0
Beauty Products,Europe,25-34,Female,October,828.38,17,1.0
Electronics,Africa,45-54,Male,October,312.45,30,1.8
Beauty Products,Latin America,25-34,Male,August,844.74,12,2.7
Sports Equipment,Asia-Pacific,18-24,Non-binary,August,839.84,100,2.8
Clothing,Latin America,65+,Male,September,980.49,46,1.1
Clothing,Europe,45-54,Male,March,933.62,40,2.8
Clothing,North America,25-34,Male,May,297.97,14,2.9
Beauty Products,Asia-Pacific,45-54,Non-binary,April,327.69,93,3.5
Books,North America,35-44,Male,February,911.81,98,4.9
Sports Equipment,Europe,25-34,Female,August,279.65,43,2.2
Sports Equipment,North America,55-64,Male,February,165.31,81,4.4
Sports Equipment,North America,65+,Male,December,660.38,8,2.5
Sports Equipment,Africa,25-34,Female,May,586.13,24,4.1
Home Appliances,Middle East,35-44,Male,March,341.98,64,1.3
Beauty Products,North America,55-64,Non-binary,September,231.08,85,1.1
Home Appliances,Latin America,65+,Female,June,289.73,31,4.9
Beauty Products,Middle East,35-44,Non-binary,September,134.16,86,4.1
Beauty Products,Middle East,18-24,Non-binary,January,691.8,77,1.4
Electronics,North America,35-44,Non-binary,August,318.08,56,1.5
Electronics,Asia-Pacific,55-64,Male,October,591.85,18,1.4
Beauty Products,Africa,45-54,Female,April,340.05,100,3.0
Clothing,Europe,45-54,Female,May,68.42,21,4.5
Electronics,Asia-Pacific,55-64,Male,June,453.61,20,5.0
Beauty Products,Latin America,18-24,Non-binary,January,765.0,79,5.0
Books,Africa,18-24,Male,May,196.28,79,3.1
Books,Africa,35-44,Non-binary,May,755.82,46,1.6
Electronics,Europe,55-64,Female,February,188.86,69,4.5
Electronics,Europe,18-24,Female,February,388.0,35,1.1
Electronics,Middle East,45-54,Female,October,783.11,34,2.0
Sports Equipment,Europe,25-34,Male,October,667.02,37,2.6
Beauty Products,Latin America,55-64,Female,July,536.47,47,3.4
Sports Equipment,Asia-Pacific,45-54,Male,May,55.96,65,1.5
Sports Equipment,North America,45-54,Non-binary,September,264.22,22,1.5
Beauty Products,Asia-Pacific,45-54,Male,February,757.88,100,2.5
Electronics,North America,45-54,Female,September,119.37,73,1.3
Books,North America,35-44,Male,December,187.9,23,1.2
Clothing,Asia-Pacific,65+,Male,October,611.47,29,3.4
Electronics,Asia-Pacific,55-64,Non-binary,December,159.75,5,1.2
Clothing,Middle East,45-54,Female,July,53.74,42,3.5
Clothing,North America,35-44,Non-binary,July,76.96,76,4.3
Beauty Products,Middle East,35-44,Female,March,450.92,63,2.0
Sports Equipment,Europe,65+,Male,May,740.17,59,3.1
Sports Equipment,Europe,45-54,Non-binary,October,59.39,42,4.7
Clothing,North America,55-64,Male,December,941.97,39,1.4
Books,Europe,55-64,Non-binary,March,230.6,42,1.7
Books,Middle East,55-64,Non-binary,April,116.4,66,2.1
Beauty Products,Asia-Pacific,65+,Male,September,996.34,88,1.5
Clothing,Middle East,18-24,Non-binary,September,761.85,100,2.6
Sports Equipment,Asia-Pacific,35-44,Male,June,648.54,10,1.0
Beauty Products,Asia-Pacific,65+,Female,March,218.98,62,4.9
Home Appliances,Middle East,65+,Male,September,733.39,85,3.0
Electronics,Latin America,18-24,Female,December,146.19,12,4.0
Electronics,Middle East,18-24,Non-binary,December,54.08,16,3.5
Clothing,Middle East,65+,Non-binary,June,147.14,31,1.6
Clothing,Africa,65+,Male,April,531.84,33,1.3
Home Appliances,Africa,55-64,Female,June,135.71,41,3.1
Sports Equipment,Asia-Pacific,18-24,Male,February,33.49,2,4.6
Electronics,North America,45-54,Female,September,986.95,55,2.7
Electronics,Latin America,18-24,Male,November,219.46,71,4.7
Electronics,Middle East,45-54,Female,May,755.76,27,2.4
Sports Equipment,Africa,65+,Non-binary,March,499.62,55,3.4
